target_sentence,postcontext,substitutions,replace,replace_proc
list>,Words of wisdom,{'list': 'directory;ingredient;inventory;listing;note;report'},{'list': 'section;div;edit;script;Home;skip'},{'list': 'section;div;edit;script;home;skip'}
"I merely said, Is Tasha here?","""Is Tasha here?""","{'merely': 'flatly;just;only;simply', 'said': 'ask;inquire;mention;note;query;reply', 'here': 'around;available;close;home;inside;near;present'}","{'merely': 'simply;thus;continually;perhaps', 'said': 'asked;replied;answered;went;shouted;added', 'here': 'anywhere;somewhere;...;today;home'}","{'merely': 'simply;thus;continually;perhaps', 'said': 'asked;replied;answered;went;shouted;added', 'here': 'anywhere;somewhere;...;today;home'}"
"Yeah, I do, said Johnson, who has a full head of gray hair in common with the comedian-turned-playwright.","""Yeah, I do,""","{'said': 'add;declare;mention;note;remark;reply;respond;retort;speak;state;voice', 'full': 'abundant;big;complete;generous;heavy;large;profuse;total;whole', 'head': 'apex;cap;cape;crown;growth;set;top', 'gray': 'ashen;charcoal;salt and pepper;silver;silver color;silvery', 'hair': 'lock;mane;strand;tress', 'common': 'accordance;comparison;similar to;similarity', 'comedian': 'actor;comic;entertainer;funny man;humorist;jester;joker;jokester', 'turned': 'change;convert;go;now;revolutionize;transform;who become a', 'playwright': 'author;dramatist;scriptwriter;writer'}","{'said': 'added;admitted;explained;joked;promised;agreed;warned;predicted;suggested;told;claimed', 'full': 'half;fully;complete;whole;big;large;partial;heavy;total', 'head': 'hair;coat;skull;neck;house;beard;body', 'gray': 'grey;black;brown;dark;red;colored', 'hair': 'head;fur;beard;haircut', 'common': 'comparison;typical;part;shared', 'comedian': 'comic;comedy;boxer;physicist;magician;writer;clown;comedic', 'turned': 'cum;slash;/;transformed;born;called;switched', 'playwright': 'writer;played;play;actor'}","{'said': 'added;admitted;explained;joked;promised;agreed;warned;predicted;suggested;told;claimed', 'full': 'half;fully;complete;whole;big;large;partial;heavy;total', 'head': 'hair;coat;skull;neck;house;beard;body', 'gray': 'grey;black;brown;dark;red;colored', 'hair': 'head;fur;beard;haircut', 'common': 'comparison;typical;part;shared', 'comedian': 'comic;comedy;boxer;physicist;magician;writer;clown;comedic', 'turned': 'cum;slash;/;transformed;born;called;switched', 'playwright': 'writer;played;play;actor'}"
The side of Malaquezs parcel gave way to reveal a greenmunk caught in a sheen of solid air.,Bits of leaf mold flew from under his feet as he ran to greet a friend or a bringer of food.,"{'side': 'angle;corner;edge;end;flat surface;outside;position;side part', 'parcel': 'box;bundle;carton;container;farm;land;package;packet', 'gave': 'allow;break;crumple;fail;provide;relinquish;turn', 'way': 'about;away;flight;in;mean;out;over;turn', 'reveal': 'belie;disclose;display;divulge;expose;present;show;uncover;unveil', 'greenmunk': 'bean;character;creature;lentil;mildew;mold;slime', 'caught': 'captivate;capture;corral;dwindle;ensnare;entangle;entrap;hang;stick;suspend;trap', 'sheen': 'coating;covering;glaze;gleam;glimmer;gloss;glow;layer;luminescence;luster;shimmer;shine', 'solid': 'compact;compacted;concrete;dense;heavy;mere;only;pure;restricted;sheer;thick;thin;uninterrupted;unmove', 'air': 'atmosphere;breath;breeze;mist;nothingness;oxygen;space;wind'}","{'side': 'front;back;sleeve;corner;base;end;bottom;edge', 'parcel': 'package;house;roof;property;castle;shell;tablet;crate', 'gave': 'handed;turned;yielded;reversed;provided;showed;took', 'way': 'away;birth;shape;cause;sway;room;due;rise', 'reveal': 'expose;uncover;unveil;disclose;discover;show;conceal;unleash;release', 'greenmunk': 'slug;bird;squirrel;duck;pumpkin;unk;mouse', 'caught': 'trapped;stuck;captured;held;found;wrapped;entangled;locked;frozen;suspended;spotted', 'sheen': 'veil;slick;layer;shimmer;blanket;beam;smear;haze;coating;chill;wash;blast', 'solid': 'static;steady;metallic;dense;dry;clear;compressed;rigid;quantum;bright;black;powdered;pure;dead', 'air': 'wind;atmosphere;ice;dust;water;oxygen;gas;earth'}","{'side': 'front;back;sleeve;corner;base;end;bottom;edge', 'parcel': 'package;house;roof;property;castle;shell;tablet;crate', 'gave': 'handed;turned;yielded;reversed;provided;showed;took', 'way': 'away;birth;shape;cause;sway;room;due;rise', 'reveal': 'expose;uncover;unveil;disclose;discover;show;conceal;unleash;release', 'greenmunk': 'slug;bird;squirrel;duck;pumpkin;unk;mouse', 'caught': 'trapped;stuck;captured;held;found;wrapped;entangled;locked;frozen;suspended;spotted', 'sheen': 'veil;slick;layer;shimmer;blanket;beam;smear;haze;coating;chill;wash;blast', 'solid': 'static;steady;metallic;dense;dry;clear;compressed;rigid;quantum;bright;black;powdered;pure;dead', 'air': 'wind;atmosphere;ice;dust;water;oxygen;gas;earth'}"
I will not talk of the first time Tasha and I tried any act of sex or sport together.,I can remember similar things with others.,"{'talk': 'blab;divulge;mention;relate;speak;tell;utter;vocalize', 'first': 'beginning;initial;new;premier;premiere', 'time': 'action;era;incident;instance;moment;occasion;period;point', 'tried': 'attempt;mount;pursue;saddle;test;undertake', 'act': 'action;behavior;do something;kind;movement;operate;perform;position;proceed;type;work', 'sex': 'carnal;coitus;copulation;erotic;foreplay;fornication;intercourse;intimacy;love;lovemaking;promiscuity;relation', 'sport': 'activity;athletics;exercise;frivolity;game;play', 'together': 'bond;connect;join;mate;unite;with;with each other'}","{'talk': 'speak;say;think;tell;discuss;write;cry;drink', 'first': 'third;next;one;fourth;st', 'time': 'occasion;day;chance;place;night;anytime;way;thing', 'tried': 'tested;attempted;started;used;forced;practiced', 'act': 'kind;action;form;sort;aspect;amount;element;event;incident;part;instrument', 'sex': 'sexual;porn;rape;sexually;love;prostitution;sexuality;intercourse;relationship;fucking;intimacy;action', 'sport': 'exercise;game;play;football;athletics;fitness', 'together': 'alone;jointly;combined;apart;among;alike;collectively'}","{'talk': 'speak;say;think;tell;discus;write;cry;drink', 'first': 'third;next;one;fourth;st', 'time': 'occasion;day;chance;place;night;anytime;way;thing', 'tried': 'tested;attempted;started;used;forced;practiced', 'act': 'kind;action;form;sort;aspect;amount;element;event;incident;part;instrument', 'sex': 'sexual;porn;rape;sexually;love;prostitution;sexuality;intercourse;relationship;fucking;intimacy;action', 'sport': 'exercise;game;play;football;athletics;fitness', 'together': 'alone;jointly;combined;apart;among;alike;collectively'}"
"My heart convulsed, and I left this manuscript for a three-day spree.",Apparently I was so successful that it lasted a week and a half.,"{'heart': 'bosom;core;crux;feeling;instinct;intellect;mind;nucleus;sensitivity;spirit', 'convulsed': 'be agitate;be bother;be shake up;be torment;be unsettle;beat;contract;flutter;move;pound;quiver;shake;shudder;skip;squeeze', 'left': 'abandon;desert;discard;ditch;drop;escape;forget;forsake;lose;neglect;retire;split from', 'manuscript': 'article;book;composition;copy;dissertation;document;essay;exposition;manuscript;paper;project;script;text;work;writing', 'day': 'night;period;time', 'spree': 'adventure;bash;carouse;celebration;escapade;field day;fling;hiatus;party'}","{'heart': 'chest;body;pulse;soul;love;life;hand;back;spirit;head', 'convulsed': 'seized;plummeted;collapsed;ignited;clenched;suppressed;conv;exploded;choked;extinguished;failed;resisted;leapt;froze;rolled', 'left': 'abandoned;took;closed;returned;fled;exited;entered;found;sold;passed;placed;departed', 'manuscript': 'document;script;text;novel;memoir;book;writer;essay;draft;scholarship;page;writing;author;trilogy;synopsis', 'day': 'week;month;year', 'spree': 'rampage;hiatus;rant;binge;cruise;journey;trip;wander;crusade'}","{'heart': 'chest;body;pulse;soul;love;life;hand;back;spirit;head', 'convulsed': 'seized;plummeted;collapsed;ignited;clenched;suppressed;conv;exploded;choked;extinguished;failed;resisted;leapt;froze;rolled', 'left': 'abandoned;took;closed;returned;fled;exited;entered;found;sold;passed;placed;departed', 'manuscript': 'document;script;text;novel;memoir;book;writer;essay;draft;scholarship;page;writing;author;trilogy;synopsis', 'day': 'week;month;year', 'spree': 'rampage;hiatus;rant;binge;cruise;journey;trip;wander;crusade'}"
"Though she had a nice kitchen installed in her new home, Child said its like a ships galley -- a far cry from the huge, three-pantry kitchen Paul Child designed for their house in Cambridge.","That may well be the best-known kitchen in America, since it became the site of the ""French Chef"" television programs, which started airing in 1962.","{'nice': 'adequate;cozy;decent;fine;good;okay;pleasant;serviceable', 'kitchen': 'cooking station;food prep area;kitchen space;masterpiece;room', 'installed': 'build;construct;equip;establish;incorporate;instate;make;place;put;put in;redo;remodel', 'new': 'current;late;most recent;newly purchase;recent;replacement', 'home': 'abode;dwelling;house;property;residence', 'said': 'assert;comment;declare;quote;remark;state', 'ship': 'boat;schooner;vessel;watercraft;yacht', 'galley': 'boat kitchen;cabin;cooking station;kitchen;room', 'far': 'big;considerable;distant;huge;large;lengthy;long;major', 'cry': 'change;difference;size;way', 'huge': 'big;elaborate;enormous;expansive;giant;large;massive;spacious;sprawling', 'three': 'tri;trio;triple', 'pantry': 'closet;cupboard;food closet;food storage;kitchen closet;shelf;storage', 'designed': 'concoct;construct;create;devise;draft;draw up;fashion;order;plan;style', 'house': 'abode;dwelling;home;property;residence'}","{'nice': 'lovely;fancy;pretty;great;good;cute;neat;decent', 'kitchen': 'cook;stove;house;sink;room', 'installed': 'install;installation;added;implemented;put;embedded;planted;posted;inserted;placed;built;introduced', 'new': 'current;recent;newly;next;home;latest', 'home': 'house;mansion;residence;building;place', 'said': 'added;admitted;joked;claimed;noted;complained', 'ship': '', 'galley': 'bay;berth;ley;salon;,', 'far': 'long;safe;world;distant;way;hard;great;big', 'cry': 'ce;cam;ride;call', 'huge': 'big;giant;massive;enormous;large;gigantic;gorgeous;fantastic;amazing', 'three': 'two;third;six', 'pantry': 'pant;dish;kitchen;tier;bay;drawer;bedroom', 'designed': 'created;built;wrote;developed;chose;made;planned;crafted;used;commissioned', 'house': 'home;mansion;family;garage;basement'}","{'nice': 'lovely;fancy;pretty;great;good;cute;neat;decent', 'kitchen': 'cook;stove;house;sink;room', 'installed': 'install;installation;added;implemented;put;embedded;planted;posted;inserted;placed;built;introduced', 'new': 'current;recent;newly;next;home;latest', 'home': 'house;mansion;residence;building;place', 'said': 'added;admitted;joked;claimed;noted;complained', 'ship': '', 'galley': 'bay;berth;ley;salon;,', 'far': 'long;safe;world;distant;way;hard;great;big', 'cry': 'ce;cam;ride;call', 'huge': 'big;giant;massive;enormous;large;gigantic;gorgeous;fantastic;amazing', 'three': 'two;third;six', 'pantry': 'pant;dish;kitchen;tier;bay;drawer;bedroom', 'designed': 'created;built;wrote;developed;chose;made;planned;crafted;used;commissioned', 'house': 'home;mansion;family;garage;basement'}"
Now can you tell me what your master plan of attack will be before we go spinning counterclockwise into an Anne Rice novel?,Now can you tell me what your master plan of attack will be before we go spinning counterclockwise into an Anne Rice novel?”,"{'Now': 'alright;at the moment;at this point;currently;ok;please;presently;so', 'tell': 'inform;say;show;voice', 'master': 'chief;grande;great;main;major', 'plan': 'course;idea;plot;scheme;strategy;tactic', 'attack': 'action;conquer;fight;outbreak;undertaking', 'go': 'proceed;run;start', 'spinning': 'rotate;spiral;turn;twirl;whirl', 'counterclockwise': 'around like a clock dial;backwards;left', 'novel': 'book;story'}","{'Now': 'Please;What;Well;When;Hey', 'tell': 'show;say;teach;give', 'master': 'mastermind;genius;final;mastery;best', 'plan': 'strategy;method;system;scheme;point;policy', 'attack': 'assault;strike;approach;action;offense', 'go': 'start;run;try', 'spinning': 'turning;rotating;swirling;swinging;flying', 'counterclockwise': 'sideways;wise;round', 'novel': 'novelist;book'}","{'Now': 'please;what;well;when;hey', 'tell': 'show;say;teach;give', 'master': 'mastermind;genius;final;mastery;best', 'plan': 'strategy;method;system;scheme;point;policy', 'attack': 'assault;strike;approach;action;offense', 'go': 'start;run;try', 'spinning': 'turning;rotating;swirling;swinging;flying', 'counterclockwise': 'sideways;wise;round', 'novel': 'novelist;book'}"
Some of the countrys top chefs will answer that question Thursday at the 20 dinners nationwide that will celebrate Julia Childs approaching 90th birthday.,"The question may be most acute for three San Francisco chefs preparing the long sold-out dinner at Fifth Floor restaurant, because the honoree herself plans to be there.","{'country': ""area;land;nation;nation 's;nation state;national domain;territory;world"", 'top': 'foremost;good;great;lead;outstanding;preeminent;premium', 'chefs': 'celebrity;cook;cuisinier;culinarian;culinary artist;food preparer;gourmet chef;top', 'answer': 'attend;fill;reply;resolve;respond;respond to;satisfy;tackle', 'question': 'inquiry;inquisitive statement;problem;prompt;query', 'dinners': 'dinner event;eatery;event;feast;fete;function;meal;supper', 'nationwide': 'across the nation;countrywide;globally;nationally;worldwide', 'celebrate': 'commemorate;enjoy;exalt;honor;observe;pay tribute;revere', 'approaching': 'arrive;closing in;come;impending;near;reach;soon;upcoming', 'birthday': 'annual;birth anniversary;celebration'}","{'country': '', 'top': 'best;leading;star;biggest;favorite;hottest;great', 'chefs': 'cooks;kitchens;producers;judges;dishes;pros;performers;artists', 'answer': 'address;ask;apply;respond;pose;consider;know;field', 'question': 'issue;query;one;ask;problem', 'dinners': 'meals;events;restaurants;evenings;gatherings;shows;menus;lectures', 'nationwide': 'nationally;worldwide;statewide;globally;national', 'celebrate': 'celebration;commemorate;mark;honor;acknowledge;rival;remember', 'approaching': 'upcoming;reaching;impending;nearing;striking;entertaining;landmark;turning', 'birthday': 'anniversary;year;age'}","{'country': '', 'top': 'best;leading;star;biggest;favorite;hottest;great', 'chefs': 'cook;kitchen;producer;judge;dish;pro;performer;artist', 'answer': 'address;ask;apply;respond;pose;consider;know;field', 'question': 'issue;query;one;ask;problem', 'dinners': 'meal;event;restaurant;evening;gathering;show;menu;lecture', 'nationwide': 'nationally;worldwide;statewide;globally;national', 'celebrate': 'celebration;commemorate;mark;honor;acknowledge;rival;remember', 'approaching': 'upcoming;reaching;impending;nearing;striking;entertaining;landmark;turning', 'birthday': 'anniversary;year;age'}"
"“I don’t know …hey, what about the nature spirits, things like that?","“I don’t know …hey, what about the nature spirits, things like that?","{'don': 'ca;do not', 'know': 'conclude;get anything;realise;think;understand', 'nature': 'countryside;earth;environmental;natural', 'spirits': 'creature;ethereal thing;fairy;ghost;goblin;mystical entity;phantom;sprite', 'things': 'creature;item;object;stuff'}","{'don': 'dun;din', 'know': 'think;really;see;remember;care', 'nature': 'animal;fire;environment;weather', 'spirits': 'ghosts;demons;powers;souls;gods;energies;forces;agents', 'things': 'stuff;something;places;items'}","{'don': 'dun;din', 'know': 'think;really;see;remember;care', 'nature': 'animal;fire;environment;weather', 'spirits': 'ghost;demon;power;soul;god;energy;force;agent', 'things': 'stuff;something;place;item'}"
"The subject shifted from music to Tashas obsession with fame, undoubtedly by a leap that I made.",She had no choice but to follow.,"{'subject': 'conversation;discussion;matter;point;talk;theme;topic', 'shifted': 'change;follow;go;move;switch;transfer;transition;turn', 'music': 'chord;composition;entertainment;instrumental;lyric;melody;song;sound;tune', 'obsession': 'addiction;affair;distraction;fascination;fixation;preoccupation', 'fame': 'acclaim;be famous;celebrity;popularity;reknown;renown;stardom;success', 'undoubtedly': 'absolutely;certainly;instigate;likely;obviously;probably;unquestionably;without doubt', 'leap': 'change;connection;escalation;jump;rise;shift;suggestion;surge;turn;upswing;vault', 'made': 'cause;create;direct;enforce;introduce;offer;spout;take'}","{'subject': 'topic;discussion;focus;question;conversation;matter;theme', 'shifted': 'moved;switched;changed;transitioned;flipped;relocated;transferred;turned', 'music': 'musical;song;musician;band;art;rock;rap;metal;food', 'obsession': 'fascination;obsessed;fixation;fetish;enchantment;affair', 'fame': 'popularity;glory;success;celebrity;notoriety;famous;status;praise', 'undoubtedly': 'doubtless;certainly;presumably;perhaps;undeniably;surely;arguably;assured', 'leap': 'jump;step;mistake;gap;decision;plunge;move;joke;stretch;statement;switch', 'made': 'took;passed;committed;swallowed;started;saw;invented;meant'}","{'subject': 'topic;discussion;focus;question;conversation;matter;theme', 'shifted': 'moved;switched;changed;transitioned;flipped;relocated;transferred;turned', 'music': 'musical;song;musician;band;art;rock;rap;metal;food', 'obsession': 'fascination;obsessed;fixation;fetish;enchantment;affair', 'fame': 'popularity;glory;success;celebrity;notoriety;famous;status;praise', 'undoubtedly': 'doubtless;certainly;presumably;perhaps;undeniably;surely;arguably;assured', 'leap': 'jump;step;mistake;gap;decision;plunge;move;joke;stretch;statement;switch', 'made': 'took;passed;committed;swallowed;started;saw;invented;meant'}"
He turned to me.,"Nepthys nodded: “It’s okay, you can trust him.",{'turned': 'circle;look;motion;move;noded;pivot;refer;round;swing around;twist;whirl'},{'turned': 'came;talked;looked;spoke;called;cut;listened;walked;changed;bowed;said'},{'turned': 'came;talked;looked;spoke;called;cut;listened;walked;changed;bowed;said'}
The nationwide boycott of Chilean seabass is a potent example of the new activism.,"""I have made it a policy of mine never to serve Chilean seabass,"" said Billy Hahn, executive chef at Jake's Famous Crawfish, a Portland, Ore., landmark since 1892.","{'nationwide': 'countrywide;extensive;general;national;political;statewide;widespread', 'boycott': 'avoidance;ban;bar;embargo;prohibition;proscription;refusal;rejection;sanction;shun', 'Chilean': 'south American', 'seabass': 'Patagonian toothfish;bass;fish', 'potent': 'cogent;dynamic;effective;good;important;influential;powerful;revealing;robust;striking;strong;tell;vigorous', 'example': 'citation;exemplification;illustration;instance;part;pattern;precedent;representation;sample;symbol', 'new': 'brand new;current;fresh;late;modern;novel;recent;rise', 'activism': 'advocacy;agenda;campaigning;environmentalism;politics;social force;social movement;trend'}","{'nationwide': 'national;widespread;worldwide;massive;statewide;grassroots;unilateral', 'boycott': 'boycot;blockade;lockout;shutdown;prohibition;embargo;ban;sabotage;protest;disruption', 'Chilean': 'Chile', 'seabass': 'seafood;tuna;fisheries', 'potent': 'powerful;prominent;vivid;crucial;significant;stark;brilliant;strong;toxic;provocative;vital;tangible;productive', 'example': 'instance;illustration;expression;demonstration;case;indicator;aspect;indication;image;echo', 'new': 'recent;fresh;social;latest;young;current;renewed;novel', 'activism': 'activist;movement;resistance;campaigning;organizing;justice;advocacy;outrage'}","{'nationwide': 'national;widespread;worldwide;massive;statewide;grassroots;unilateral', 'boycott': 'boycot;blockade;lockout;shutdown;prohibition;embargo;ban;sabotage;protest;disruption', 'Chilean': 'chile', 'seabass': 'seafood;tuna;fishery', 'potent': 'powerful;prominent;vivid;crucial;significant;stark;brilliant;strong;toxic;provocative;vital;tangible;productive', 'example': 'instance;illustration;expression;demonstration;case;indicator;aspect;indication;image;echo', 'new': 'recent;fresh;social;latest;young;current;renewed;novel', 'activism': 'activist;movement;resistance;campaigning;organizing;justice;advocacy;outrage'}"
"The question may be most acute for three San Francisco chefs preparing the long sold-out dinner at Fifth Floor restaurant, because the honoree herself plans to be there.","They are the host restaurant's executive chef, Laurent Gras; his counterpart at Masa's, Ron Siegel, and Masa pastry chef Keith Jeanminette.","{'question': 'dilemma;inquiry;issue;problem;prompt;proposal;proposition;query;quest', 'most': 'comparatively more;exceedingly;extra;extremely;furthest;great;highest;intensely;more;obviously;really;remarkably;very', 'acute': 'accurate;compelling;critical;crucial;fierce;important;intense;obvious;overwhelming;pressing;urgent', 'chefs': 'cook;cuisinier;culinarian;culinary artist;food preparer', 'preparing': 'arrange;assemble;cook;create;fix;make;plan;provide;supply', 'long': 'be;big;completely;early;lengthy;long time;quickly;soon', 'sold': 'bring;buy', 'dinner': 'dinner event;event;meal;menu;supper', 'restaurant': 'cafe;diner;dining establishment;eatery;eating establishment;establishment', 'honoree': 'celebrate;celebrity;designee;famed;guest;guest of honor;honor guest;honor person;notable;recipient;star', 'plans': 'expect;intend;want;wish', 'there': 'at that place;at the event;attend;in attendance;in place;present'}","{'question': 'issue;problem;dispute;confusion;debate;mystery;query;challenge;discussion', 'most': 'especially;best;mostly;Most;greatest;worst;really;uniquely;less;particularly', 'acute': 'apt;obvious;salient;acutely;important;urgent;difficult;apparent;prominent;poignant;pertinent', 'chefs': 'cooks;kitchens;producers;professionals;artists', 'preparing': 'cooking;composing;serving;planning;designing;crafting;compiling;producing;constructing', 'long': 'late;much;lengthy;often;length;always;far;nearly', 'sold': 'drawn;sought', 'dinner': 'meal;supper;restaurant;spaghetti;banquet', 'restaurant': 'venue;dining;chef;location;diner;city', 'honoree': 'winner;judge;recipient;hon;honor;artist;singer;actress;queen;goddess;honored', 'plans': 'intends;wants;likes;expects', 'there': 'somewhere;elsewhere;around;nearby;gone'}","{'question': 'issue;problem;dispute;confusion;debate;mystery;query;challenge;discussion', 'most': 'especially;best;mostly;most;greatest;worst;really;uniquely;le;particularly', 'acute': 'apt;obvious;salient;acutely;important;urgent;difficult;apparent;prominent;poignant;pertinent', 'chefs': 'cook;kitchen;producer;professional;artist', 'preparing': 'cooking;composing;serving;planning;designing;crafting;compiling;producing;constructing', 'long': 'late;much;lengthy;often;length;always;far;nearly', 'sold': 'drawn;sought', 'dinner': 'meal;supper;restaurant;spaghetti;banquet', 'restaurant': 'venue;dining;chef;location;diner;city', 'honoree': 'winner;judge;recipient;hon;honor;artist;singer;actress;queen;goddess;honored', 'plans': 'intends;want;like;expects', 'there': 'somewhere;elsewhere;around;nearby;gone'}"
There’s an amazing DJ who’s an elf.,There’s an amazing DJ who’s an elf.,"{'amazing': 'awesome;extraodinary;great;incredible;remarkable;super;terrific', 'elf': 'dwarf;fairy;goblin;sprite'}","{'amazing': 'awesome;incredible;unbelievable;astounding;awful;outstanding;appalling', 'elf': 'angel;ogre;owl;orc'}","{'amazing': 'awesome;incredible;unbelievable;astounding;awful;outstanding;appalling', 'elf': 'angel;ogre;owl;orc'}"
"Weve discontinued selling swordfish, Chilean seabass, orange roughy and marlin, said Mark Cockcroft, national seafood buyer for Wild Oats Markets, a chain of 103 stores.","""We've discontinued selling swordfish, Chilean seabass, orange roughy and marlin,""","{'discontinued': 'cease;end;halt;quit;stop;stopping;terminate', 'selling': 'buy;distribute;marketing;offering;provide;purchasing;retailing;stock', 'swordfish': 'broadbill;toothless saltwater fish', 'Chilean': 'south American', 'seabass': 'Patagonian toothfish;bass;saltwater fish', 'orange': 'red', 'roughy': 'perch;slimehead', 'marlin': 'bill fish;billfish;saltwater game fish;spearfish', 'said': 'add;assert;comment;declare;inform;note;remark;state;tell', 'national': ""area;countrywide;global;interstate;nationwide;the country 's;worldwide"", 'seafood': 'fish;marine food', 'buyer': 'emptor;purchaser;representative;spokesman;vendee', 'chain': 'company;conglomerate;corporation;group', 'stores': 'facility;location;retailer;shop;supermarket'}","{'discontinued': 'stopped;ceased;started;quit;suspended;halted;resumed', 'selling': 'trading;shipping;buying;distributing;exporting;sale;producing;offering', 'swordfish': 'sword;tuna', 'Chilean': 'Chile', 'seabass': 'tuna;cod;salmon', 'orange': 'olive', 'roughy': 'rough;crab', 'marlin': 'lobster;lin;salmon;mar', 'said': 'explained;added;recalled;called;reported;claimed;warned;Friday;told', 'national': 'nationwide;regional;nationally;domestic;federal;senior;state', 'seafood': 'food;shrimp', 'buyer': 'buy;vendor;seller;manager;customer', 'chain': 'series;company;group;network', 'stores': 'retailers;outlets;shops;locations;supermarkets'}","{'discontinued': 'stopped;ceased;started;quit;suspended;halted;resumed', 'selling': 'trading;shipping;buying;distributing;exporting;sale;producing;offering', 'swordfish': 'sword;tuna', 'Chilean': 'chile', 'seabass': 'tuna;cod;salmon', 'orange': 'olive', 'roughy': 'rough;crab', 'marlin': 'lobster;lin;salmon;mar', 'said': 'explained;added;recalled;called;reported;claimed;warned;friday;told', 'national': 'nationwide;regional;nationally;domestic;federal;senior;state', 'seafood': 'food;shrimp', 'buyer': 'buy;vendor;seller;manager;customer', 'chain': 'series;company;group;network', 'stores': 'retailer;outlet;shop;location;supermarket'}"
"She had studied it in school, so she thought herself as an expert.","I once had a neighbor who played it constantly, loudly, and badly, so I thought I knew it better.","{'studied': 'attend;examine;excel;learn;practice;research;take', 'school': 'academy;class;college;education;institute;university', 'thought': 'assume;believe;consider;flatter;flaunt;imagine;view', 'expert': 'adroit;authority;capable;genius;guru;master;phenom;pro;professional;specialist'}","{'studied': 'learned;practiced;researched;read;learnt;written;recorded', 'school': 'class;student;house;home;college;high', 'thought': 'saw;believed;considered;imagined;liked;reckoned;put', 'expert': 'authority;amateur;expertise;author;official;academic;insider;enthusiast;artist;original'}","{'studied': 'learned;practiced;researched;read;learnt;written;recorded', 'school': 'class;student;house;home;college;high', 'thought': 'saw;believed;considered;imagined;liked;reckoned;put', 'expert': 'authority;amateur;expertise;author;official;academic;insider;enthusiast;artist;original'}"
"Inside, the building opened up.","The ceiling was high and wooden, and I could see part of a DJ’s booth down the hall.","{'building': 'area;expanse;facility;place;room;space;structure;surroundings;unit', 'opened': 'clear;enlarge;spread;widen', 'up': 'open;out;wide'}","{'building': 'facility;city;library;construction;wall;roof;structure;office;complex', 'opened': 'ended;woke;blew;offered', 'up': ''}","{'building': 'facility;city;library;construction;wall;roof;structure;office;complex', 'opened': 'ended;woke;blew;offered', 'up': ''}"
"“Okay, this is the spot, said my driver, pulling over.",He parked and got out.,"{'spot': 'area;house;location;place;unit', 'said': 'announce;mention;remark;state', 'driver': 'chauffer;companion;escort;operator', 'pulling': 'maneuver;move;stop'}","{'spot': 'place;location;point;time;area', 'said': 'went;changed;sent;thought', 'driver': 'driving;drive;car;vehicle', 'pulling': 'driving;passing;getting'}","{'spot': 'place;location;point;time;area', 'said': 'went;changed;sent;thought', 'driver': 'driving;drive;car;vehicle', 'pulling': 'driving;passing;getting'}"
"Arnold told Karnes, Tibbets is going to be landing in three to four hours, and I want to give him the Distinguished Service Cross, and it is your job to write up the explanation.","""Tibbets is going to be landing in three to four hours, and I want to give him the Distinguished Service Cross, and it is your job to write up the explanation.""","{'told': 'address;advise;describe to;inform;instruct;notify;report to;update', 'going': 'about;bind;come;destine;intend;schedule;sure', 'landing': 'alight;arrive;come;deplane;descend;ground;put down;return;touch down', 'hours': ""hour 's time;hour period"", 'want': 'aim;desire;intend;need;prefer;wish;would like', 'give': 'award;bestow;bestow upon;confer;grant;hand;present', 'job': 'assignment;designation;duty;mission;responsibility;task', 'write': 'author;compose;draft;inscribe;make;pen;script', 'explanation': 'account;briefing;citation;detail;display;excuse;exposition;information;justification;motivation;reason;reason why;reasoning'}","{'told': 'old;informed;asked;showed;advised;warned;promised;John', 'going': 'coming;getting;planning;scheduled;riding;moving;working', 'landing': 'arriving;back;coming;home;leaving;flying;returning;ready;retiring', 'hours': 'hrs;minutes', 'want': 'wish;like;mean;wanna;expect;need;promise', 'give': 'show;gift;hand;put;send;present;award', 'job': 'duty;responsibility;work;assignment;role;task', 'write': 'pen;finish;keep;draw;script;make;set', 'explanation': 'justification;citation;reason;explaining;excuse;answer;rationale;story;reasoning;justifying;explain;argument;investigation'}","{'told': 'old;informed;asked;showed;advised;warned;promised;john', 'going': 'coming;getting;planning;scheduled;riding;moving;working', 'landing': 'arriving;back;coming;home;leaving;flying;returning;ready;retiring', 'hours': 'hr;minute', 'want': 'wish;like;mean;wanna;expect;need;promise', 'give': 'show;gift;hand;put;send;present;award', 'job': 'duty;responsibility;work;assignment;role;task', 'write': 'pen;finish;keep;draw;script;make;set', 'explanation': 'justification;citation;reason;explaining;excuse;answer;rationale;story;reasoning;justifying;explain;argument;investigation'}"
“Tell me anyway.,“Tell me anyway.,"{'Tell': 'acquaint;apprise;clue;enlighten;explain to;fancy;humor;inform;speak to', 'anyway': 'anyhow;despite that;either way;in any case;in spite of it;nevertheless;nonetheless;regardless;still'}","{'Tell': 'Show;Call;Teach;Thank;Trust;Let;Help;Say;Please', 'anyway': 'anyways;straight;instead;something;otherwise;already;eventually;soon;still'}","{'Tell': 'show;call;teach;thank;trust;let;help;say;please', 'anyway': 'anyways;straight;instead;something;otherwise;already;eventually;soon;still'}"
