sentence,target,gold,ls_concat
"Karnes handed out bunk assignments, choosing the mess officer, Chuck Perry, to share his tent. Karnes had his own Jeep, and went to the beach and to evening movies shown by other units as often as he could. But at the movies, he had to remove the distributor cap on his Jeep so the vehicle wouldn't be stolen, perhaps by jealous airmen who resented the 509th.",went,lam;maintain;expire;quit;fritter;get lost;continue;stretch;break;chime;allow;thrive;connect;serve;crumble;escape;push on;skip out;fare;mesh;make;fail;beat it;bear;come;accord;stand;square;wax;deplete;perform;push off;match;get away;hightail;repair;pan out;fall out;lead;stomach;lead to;suit;yield;harmonize;prosper;pass;move;proceed physically;relish;suffer;cave;withdraw;retire;dovetail;chance;shove off;turn;drop;cruise;dissipate;persevere;weaken;incline;complement;like;demise;fold up;squander;take leave;drive;take;agree;blend;pass away;make for;tend;run along;vamoose;bug out;perish;collapse;avail;proceed;head;contribute;let;swallow;belong;persist;endure;consent to;extend;carry on;decamp;approach;conclude;span;turn out;bend;run;occur;vary;set off;take a hike;permit;travel;succeed;journey;jibe;get going;consume;get off;eventuate;brook;give access;correspond;mosey;abscond;waste;happen;spend;slip away;tolerate;run away;expend;set;succumb;make out;be adapted for;fly;operate;work out;progress;flourish;run through;score;put up with;develop;fit;near;enjoy;take off;abide;work;depart;conform;cover;hit the road;die;decline;pass on;function;flee;worsen;hie;be designed for;click;befall;flow;exhaust;split;leave;make a break for it;devour;terminate;advance;range;pull out;would go;act;spread;take flight;transpire;work towards an end;concur;wend;lapse;move out;waste away;reach;give;finish;use up;light out;take a powder;conduce;exit;decease;result;make ones way;elapse be;spent,came;got;headed;ran;traveled;rode
"""Let me just say that three years ago when we scheduled that game, I was feeling pretty good about it,"" Johnson said. ""They're seasoned, they know how to win and we're going to have to deal with that. They're going to be tough to beat""",know,have down pat;recognize;feel;ken;have knowledge of;taste;sustain;have information;grasp;apprehend;identify;realize;have dealings with;experience;be schooled;notice;be master of;get the idea;appreciate;be acquainted;undergo;prize;keep up on;have;understand;discern;be cognizant;associate;be informed;understand information;be friends with;differentiate;fraternize;apperceive;be familiar with;feel certain;discriminate;perceive;fathom;savor;be conversant in;be learned;comprehend;cognize;be acquainted with;distinguish;learn;be versed;get acquainted;see;on top of;be read,understand;learn;see
"Sony Corp. completed its tender offer for Columbia Pictures Entertainment Inc., with Columbia shareholders tendering 99.3% of all common shares outstanding by the Tuesday deadline. Sony Columbia Acquisition Corp., formed for the Columbia deal, will formally take ownership of the movie studio later this month, a spokesman said. Sony is paying $27 a share, or $3.55 billion, cash and is assuming $1.4 billion of long-term debt.",said,imply;speak;judge;reveal;state;maintain;voice;yak;guess;rumor;make declaration;come out with;lip;express;opine;convey;add;tell;rap;assert;deliver;report;answer;estimate;allege;spiel;pronounce;perform;give voice;orate;gab;affirm;mention;put forth;make known;verbalize;respond;imagine;render;read;claim;put into words;rehearse;reply;communicate;jaw;agree;declare;say;recite;repeat;remark;break silence;suggest;divulge;do;note;disclose;flap;utter;announce;conjecture;relate,added;confirmed;told;announced;called;recalled
"In its center, under a spearing, white light, was a golden table draped with a blue velvet cloth, on which lay a gray, plum-sized rock. “A marvel, isn’t it?” she said.",marvel,miracle;phenomenon;genius;goggle;prodigy;gaze;feel surprise;stare;stand in awe;be surprised;sensation;amazement;gape;wonder;be amazed be;awed,wonder;miracle;joy;masterpiece;revelation;triumph;spectacle;gem;vision
"As long as I looked at it, it didn’t reveal any magic sparkle or glow. Suddenly, what looked like a little kid darted out of an alley and almost ran into me. I almost tripped over him, and the stone went flying out of the pouch.",alley,back road;walk;alleyway;passageway;side road;corridor;back street;lane;narrow passage;path;pathway,ally;aisle;arcade;angle;eye;apartment;oven;area
"But at the movies, he had to remove the distributor cap on his Jeep so the vehicle wouldn't be stolen, perhaps by jealous airmen who resented the 509th. Not until the day before Tibbets and his crew flew to Hiroshima was the 509th told what was happening. The word spread: ""This is it.",day,period;generation;date;sunlight;mean solar day;sunrise-to-sunset;evening;prime;light of day;morning;zenith;daytime;era;height;time;age;ascendancy;nautical day;daylight;sunshine;working day;@card@ hour;cycle;epoch;light;dawn-to-dark;term;sidereal day;heyday;early bright;diurnal course;bright;light part of every 24 hours astronomical;day;years,morning;afternoon;week;year
"“It’s a long way to anywhere worth going,” he said. “Would you like some help?”",said,tell;affirm;repeat;recite;make declaration;rap;answer;add;allege;guess;come out with;verbalize;spiel;claim;speak;express;conjecture;render;pronounce;relate;opine;lip;gab;respond;utter;maintain;mention;estimate;announce;flap;declare;suggest;read;divulge;reply;voice;rumor;put forth;imply;yak;do;communicate;report;break silence;comment;ask;imagine;deliver;jaw;assert;put into words;disclose;judge;cite;rehearse;remark;give voice;state;orate;make known;reveal;convey;perform,added;explained;signed;recalled;repeated;went;told
"“No thanks, sir! I’m just fine. Really, don’t worry about me.”",just,completely;actually;simply;solely;right;perfectly;almost;really;no more than;absolutely;smack-dab;but;accurately;approximately;just a while ago;just now;sharp;definitely;only now;unmistakably;recently;a moment ago;plainly;barely;square;scarcely;hardly;presently;entirely;right now;at this moment;nothing but;now;lately;by very little;only;scarce;directly;exactly;nearly;quite;squarely;precisely;expressly;most;merely at,really;simply;right;absolutely;still
“Only if you stop beginning every sentence with my name.” “You’ve got a deal. Let’s go.”,deal,hand;pledge;round;distribution;plethora;portion;plenty;appointment;compromise;accord;buy;degree;game;agreement;chance;extent;bargain;pact;sealed deal;amount;understanding;prearrangement;superabundance;conception;transaction;fresh start;abundance;arrangement;opportunity;quantity;shake;contract;cut and shuffle;distribution of playing cards;share,contract;reason;bargain;trade;problem;pact;job;prize
"“Don’t do this, kid! It’s a dumb idea. Even if you did find this vampire cat, he’d tear you apart!",idea,"brainstorm;theory;essence;aim;solution;doctrine;suggestion;design;teaching;interpretation;sense;flash;clue;meaning;form;significance;belief;view;impression;perception;objective;feeling;thought;notion;import;intention;purpose;scheme;fancy;pattern;inkling;conception;concept;conclusion;reason;end;judgment;estimate;approximation;object;intimation;understanding;suspicion;viewpoint;conviction;hint;plan;opinion;guess;hypothesis;abstraction;something understood, planned, or believed",concept;thing;thought;plan;notion;suggestion;start
"Who knows how long he’ll stick around?” “Listen, man, he’s not there! I’m telling you, it’s not even worth checking the bar!”",man,fellow;friend;uncle;male human;pal;gentleman;beau;kid;grandfather;buddy;boyfriend;bud;son;father;he;boy;swain;brother;sir;nephew;spouse;husband;papa;guy;mr.,men;dude;guy;son
"“The only place with any significant interaction between our worlds is on the fringes of yours. Love-ins, raves, gatherings where society is put on hold and humans open themselves to emotion: that is where entities from this world tend to go when they cross over, and that is where Rachel met someone from this world. Those of us who live permanently in this world tend to set up in places like this, where the human population is so overwhelming that they won’t be noticed in the right corner, with the right protective spells.”",world,planet;group;heavenly body;everybody;ambience;microcosm;globe;everyone;earth;area;domain;society;existence;atmosphere;terrene;system;nature;realm;humankind;race;life;sphere;population;province;humanity;universe;memory;entity;star;experience;field;creation;macrocosm;division;human race;pursuits;class of existing beings;persons environment;class;matters;business;cosmos,
"“Ah, I think I’m fine, thanks,” I told him, and turned back to the sidewalk. “Really, I’d like to help. Please, hop in.",Really,truly;beyond doubt;in effect;unquestionably;indubitably;absolutely;legitimately;without a doubt;no ifs ands or buts;nothing else but;surely;actually;as a matter of fact;assuredly;certainly;verily;de facto;literally;easily;unmistakably;categorically;undoubtedly;seriously;precisely;please;in reality;indeed;in actuality;positively;genuinely;authentically;admittedly;for real;in point of fact;in fact;honestly;well;of course,Actually;Honestly;Seriously;Again;Still
"In return, Gailhaguet told the FBI on Feb. 23 as the Olympics were taking place, Tokhtakhounov asked for Gailhaguet's help in renewing his French visa, which was about to expire. But when Gailhaguet sought guidance from a French government official, he was told that "" Tokhtakhounov's money is bad,"" the affidavit said. The federal complaint offers many details of the alleged conspiracy, including excerpts from a transcript of the Italian wiretaps.",sought,attempt;enlist;root;dig for;gun for;have a go at;offer;sniff out;ferret out;aspire to;seek;endeavor;petition;strive;bird-dog;aim;want;fish;chase;hunt;find out;reach out for;beg;ransack;query;fish for;assay;solicit;implore;leave no stone unturned;mouse;scout;beat the bushes;delve for;explore;invite;entreat;try;struggle;request;look around;inquire;bob for;cast about;ask;follow;track down;undertake;scratch;essay;prowl;search for;run after;ask for;delve;search out;comb;look for;nose;look high and low;pursue;quest;go after;fan;dragnet;look about;investigate;after;look for be,requested;wanted;asked;demanded;received;needed
"Try to keep in time with me.” We spun around three times, and then something flashed across Nepthys’ hand and he shook a spray of blood onto the dust. The blood flashed into flames as soon as it hit the ground, and I jumped back.",then,thereupon;ergo;suddenly;on that occasion;when;later;abruptly;next;from there on;from then on;all at once;accordingly;swiftly;after;soon after;thence;from that time;so;at that point;years ago;thus;thenceforth;at that instant;whence;unexpectedly;before;again;before long;anon;therefore;afterwards;at that time;at another time;hence;quickly;formerly;at that moment;consequently,suddenly;finally;first
"She cooks that way, and I cook that way."" Denise Hale, social icon and Liza Minnelli's stepmother: ""Julia Child gave to all women one beautiful present: Watching her series you found out you don't have to be perfect."" Francis Ford Coppola, film director: ""I think she's a fascinating woman, and I enjoy very much watching her shows with Jacques Pepin.""",Watching,peer;note;take notice;have a look-see;see;look after;observe;gaze;police;scan;keep eyes open;keep;listen;be on alert;eagle-eye;witness;review;eye;concentrate;pay attention;take in;attend;view as an audience;contemplate;inspect;superintend;keep an eye on;be vigilant;guard;be watchful;patrol;mind;focus;wait;check out;mark;examine;be on the lookout;keep watch over;look out;scope;case;care for;give the once over;get a load of;stare;oversee;enjoy;keep tabs on;take heed;scrutinize;pipe;look at;regard;eyeball;keep eyes peeled;pick up on;look;spy;tend;follow;rubberneck;be wary;ride shotgun for;view;protect;take care of,Seeing;Reading;watching;Knowing;Through;Following;Watch
"That would put the B-29s about 1,500 miles from Japan -- a 13-hour round-trip flight. Karnes was deluged with orders for inoculations, equipment, transfers and promotions. Karnes arrived on Tinian on May 18, 1945, as part of an advance team that flew in the five C-54 transport planes of the 509th.",orders,assortment;peace;scale;club;organization;stripe;tranquility;directive;hierarchy;probity;law and order;kind;authorization;position;engagement;placement;guild;bracket;quantity;rectitude;discipline;method;sect;system;task;harmony;set;requisition;stipulation;categorization;estate;ordering;sequence;kidney;say-so;succession;ilk;bidding;taxonomic group;management;slot;distribution;aligning;establishment;law;nature;structure;lineup;species;grouping;composition;sisterhood;association;company;procession;society;sort;ordinance;sorority;grade;precept;union;cast;injunction;procedure;suitability;brotherhood;progression;codification;demand;feather;pecking order;scheme;league;commandment;request;form;adjustment;application;symmetry;ukase;community;layout;purchase agreement;genre;bulk;word;behest;command;caste;commission;quiet;sodality;regularity;type;mandate;series;breed;computation;arrangement;pigeonhole;calm;branch;setup;uniformity;shipment;degree;amount;fraternity;disposal;lodge;station;booking;family;rank;description;rule;regulation;classification;purchase;disposition;permission;decorum;reservation;instruction;standardization;direction;integrity;propriety;array;subclass;properness;control;peacefulness;rightness;line;pattern;status;reserve;goodness;orderliness;goods;uprightness;materials;seemliness;tidiness;genus;niceness;decorousness;place;class;neatness;lawfulness,calls;instructions;requests;plans;accounts
"Another 15 percent to 18 percent are ""overexploited,"" and 9 percent to 10 percent have been ""depleted or are recovering from depletion."" The seafood industry is less than thrilled about this surge of interest in ocean ecosystems from people who are not scientists. Fisheries management is best left to the experts, said Thor Lassen, president of Ocean Trust, a research and conservation foundation partly financed by the fishing industry.",interest,claim;gain;pastime;involvement;engrossment;passion;moment;attentiveness;significance;suspicion;relevance;hobby;awareness;participation;share;preoccupation;leisure activity;commitment;racket;regard;sympathy;title;profit;absorption;attention;enthusiasm;investment;premium;activity;portion;piece;credit;affection;notice;importance;well-being;accrual;influence;sport;prosperity;welfare;curiosity;recreation;benefit;into;rationale;attraction;authority;concern;diversion;game;concernment;matter;inquisitiveness;case;stake;entanglement;percentage;consequence;excitement;right;care;pursuit;thing;advantage;discount;note;due;relaxation;good;points;bonus;interestedness;earnings,investment;curiosity;attention;excitement;imagination;enthusiasm
"Karnes arrived on Tinian on May 18, 1945, as part of an advance team that flew in the five C-54 transport planes of the 509th. On May 29, 1,200 men arrived on the troopship Cape Victory after a five-week trip from Seattle. Tinian Island had been captured from Japan, and the Seabees, the construction arm of the Navy, had built two large airfields.",men,papa;uncle;grandfather;beau;soldier;son;brother;guy;personnel;fellow;he;people;swain;male;father;nephew;gentleman;sir;spouse;male human;husband;boyfriend;mr.,man;people;troops;crews;soldiers;personnel
"I stood, and one of her servants took me and Amy to the door. I looked back to see Nepthys whispering something to her. He stood to go, but she caught his sleeve and pulled him back for a moment.",looked,gawk;divine;study;tend;hunt;see;scan;contemplate;glower;spy;scrutinize;mind;mark;eye;observe;ogle;glance;spot;evidence;rubberneck;glimpse;take in the sights;get a load of;gape;forecast;show;consider;face;admire;regard;resemble;look like;front;express;count on;overlook;appear;attend;examine visually;read;anticipate;behold;indicate;stare;await;sound;note;goggle;front on;notice;manifest;take a gander;strike as;watch;foretell;inspect;flash;exhibit;search;gaze;scout;present;survey;make clear;focus;display;hope;seem to be;peep;pore over;peer;expect;give onto;beware;seek;reckon on;heed;view;feast ones eyes,glanced;turned;reached;came;walked;stared;leaned;gazed
"Next week marks the 57th anniversary of the atomic bombings. As always, Karnes' mind will drift to memories of his good friend Tibbets, 87, who lives in Columbus, Ohio. Each year on Aug. 6, ""I always think of Paul Tibbets and how he handled unbelievable responsibility,"" Karnes said.",lives,be;get by;continue;bunk;profit;occupy;persist;flourish;experience;reside;relish;have life;luxuriate;roost;crash;make it;subsist;earn money;feed;make ends meet;earn a living;settle;support;lodge;inhabit;love;perch;pass;survive;remain;last;maintain;dwell;fare;breathe;savor;be alive;take pleasure;bide;lead;endure;delight;make the most of;exist;thrive;stay;abide;move;nest;inhabit a dwelling;locate;prosper;hang out;remain alive;draw breath;get along;prevail;enjoy being alive be;make money to support living acquire a;livelihood;happy;hang ones hat,resides;works;writes;dies;plays
"I have completed the invoices for April, May and June and we owe Pasadena each month for a total of $3,615,910.62. I am waiting to hear back from Patti on May and June to make sure they are okay with her. Do you want me to pay Pasadena on Friday for these months or do you want me to hold off until I finish July and August?",sure,uncompromising;definite;convinced;real;confident;unequivocal;unvarying;decided;guaranteed;solid;strong;unquestionable;unfailing;incontestable;physically stable;persuaded;abiding;staunch;unerring;enduring;infallible;certain;self-possessed;incontrovertible;unchangeable;fast;constant;self-confident;for a fact;never-failing;surefire;indisputable;firm;undeniable;unchanging;secure;irrevocable;decisive;free from doubt;settled;clear;arrogant;doubtless;satisfied;unqualified;self-assured;set;fixed;ineluctable;valid;unshakable;convincing;changeless;unfaltering;bound;telling;safe;positive;inescapable;genuine;unquestioning;guarantee;composed;steady;indubitable;unavoidable;inevitable;assured;unwavering;steadfast;inerrant;unshaken,clear;certain
"Vandy has big plans By KAREN ROSEN Cox News Service BIRMINGHAM, Ala. -- Since he took the head coaching job at bottom-dwelling Vanderbilt, the question Bobby Johnson is asked most often is not, ""Why will things be different under you?""",big,"unselfish;whopping;hulking;a whale of a;major league;proud;noble;spacious;massive;principal;burly;mammoth;thundering;material;presumptuous;sizable;substantial;capacious;bulky;generous;benevolent;whopper;immense;main;princely;hefty;powerful;lofty;bighearted;mature;free;mondo;heavyweight;gigantic;fat;paramount;popular;elder;valuable;serious;chivalrous;oversize;tall;copious;full;vast;weighty;stuffed;heroic;heavy-duty;altruistic;colossal;liberal;consequential;eminent;great;bragging;greathearted;arrogant;inflated;haughty;flamboyant;high-sounding;husky;pompous;walloping;huge;considerate;significant;meaningful;magnanimous;crowded;super colossal;imposing;arty;packed;bull;commodious;pretentious;momentous;super;overblown;big-time;awash;voluminous;adult;tremendous;grown;considerable;strapping;prominent;imperious;roomy;jumbo;monster;gracious;boastful;extensive;major;leading;enormous;influential;conceited;prime;brimming;prodigious;full-grown;humongous;ponderous;chock-full;league;heavyduty;grownup;important big;large, great ample,",huge;major;giant;good
"Subject: RE: City of Pasadena Thanks you so much for working on these as fast as you have - there was a priority in getting them out. However, as you know, the less cash outlay that we have right now the better.",working,manufacture;fashion;dress;operate;hold a job;moonlight;strive;mold;strain;tick;pursue;toil;do business;labor;sweat;perform;report;knead;serve;plug away;process;buckle down;function;create;knuckle down;wield;run;try;tend;slog;peg away;take;take on;control;drive;hustle;freelance;act;earn a living;react;maneuver;contrive;effect;handle;go;be gainfully employed;carry on;direct;cause;manage;slave;accomplish;moil;scratch;manipulate;make;carry out;execute;behave;cultivate;have a job;shape;achieve;farm;be employed;punch a clock;drudge;force;till;dig;move;use;do a job;implement;bring about;ply;progress;specialize;exert oneself apply;nineto-five it;oneself;form care;for,going;moving;trying;building
"She later recanted and said that Canadian officials had pressured her. The ISU later suspended Le Gougne and Gailhaguet for three years. The federal complaint did not describe the possibility of a wider conspiracy or any contact between Tokhtakhounov, or his unnamed co-conspirators, with Le Gougne.",later,at another time;afterwards;next;by and by;after that;then;subsequently;happening after;thereafter;down the line;succeeding;behind;infra;in time;more recent;down the road;in a while;afterward;ultimately;after;again;later on;latterly;come sunday,eventually;subsequently;also;soon;recently
"He accepts his role with a club and he's a team guy. He's got that reputation and that's important to us, especially a club like ours that is an egoless club."" Ochoa will join the club today in Anaheim before tonight's game against the Yankees.",especially,markedly;notably;strangely;uncustomarily;abnormally;principally;primarily;strikingly;before all else;certainly;unusually;unaccountably;in specie;conspicuously;specially;oddly;singularly;peculiarly;eminently;extraordinarily;in particular;particularly;outstandingly;above all;expressly;remarkably;more so;uncommonly;curiously;uniquely;supremely;signally;wonderfully;specifically;preeminently;mainly;exceptionally;exclusively;chiefly,even;particularly;obviously;specially;certainly;always
"“Marvelous!” cried the woman. “One half-pint of human blood, willingly given, and his fine head of hair for the stone.” She took us downstairs to a small room behind a red silk draping.",stone,crag;rock;mineral;gem;gravel;crystal;jewel;ore;boulder;metal;pebble;item;grain;hard piece of earths surface,
"In the same vein, Gras is tweaking her salade nicoise, and Jeanminette is adapting her mousse au chocolat to become a spectacular six-layer pecan marjolaine. He could hardly go wrong. When Child was asked some years back what she would order for her last meal, she ended the list with ""something chocolate for dessert.""",wrong,on the wrong track;opposite;unlawful;malapropos;not precise;felonious;unsubstantial;illicit;ill-advised;immoral;blasphemous;naughty;off;counterfactual;poorly;unfit;goofed;reverse;undesirable;incongruous;incorrect;inapt;defective;blamable;unsound;indecorous;fluffed;erring;criminal;sophistical;crooked;blameworthy;unfair;amoral;off-target;unsatisfactory;erroneous;bad;inverse;out of line;indecent;back;not suitable;corrupt;reprobate;at fault;inexact;risqué;dissipated;specious;unseemly;in error;unjust;censurable;gauche;funny;obverse;wanton;wicked;debauched;base;misguided;sinful;inappropriate;false;shady;unsuitable;mistaken;illegal;out;unconventional;unfitting;ungodly;dishonorable;unacceptable;not right;ungrounded;iniquitous;wide;inside;fallacious;inaccurate;sacrilegious;to a mistake;vicious;wrongful;erratic;mishandled;infelicitous;out of order;spurious;smutty;awkward;badly;mistake;misplaced;untrue;unhappy;improper;unethical;reprehensible;unholy;dishonest;rotten;dissolute;off-balance;profane;profligate;misconstrued;faulty;disproportionate;unrighteous;out of commission;perverse;unfitted;miscalculated;salacious;depraved;awry;not working;unbecoming;not done;misfigured;astray;evil;askew;amiss,bad;well;away;left;missing;forward
"Electronic theft by foreign and industrial spies and disgruntled employees is costing U.S. companies billions and eroding their international competitive advantage. That was the message delivered by government and private security experts at an all-day conference on corporate electronic espionage. ""Hostile and even friendly nations routinely steal information from U.S. companies and share it with their own companies,"" said Noel D. Matchett, a former staffer at the federal National Security Agency and now president of Information Security Inc., Silver Spring, Md.",government,law;restraint;presidency;ruler;rule;political practice;ministry;powers-that-be;regency;influence;state;predominance;regime;regimentation;superiority;municipal;governmental;guidance;management;union;dominion;civic;jurisdiction;polity;executive;supervision;patronage;regulation;domination;official;supremacy;sway;political;command;statecraft;direction;power;execution;administration;bureaucracy;authority;adminstrative;control;empire;sovereignty;superintendence;governance;politics;uncle sam;the feds;washington,state;intelligence
"At least the barber hadn’t nicked me. Madame Entera took me back up to the stone’s room, where Nepthys was waiting by the door. “Be careful you don’t let him touch it until you’re ready to use it,” the woman admonished Nepthys as she slipped the stone into a grey cloth pouch and handed it to him.",waiting,hang;stick around;hole up;hang around;hang onto your hat;hang out;lie in wait;hold the phone;tarry;rest;present;pause;foresee;hold everything;stand by;stall;sweat it;mark time;remain;put on hold;hold on;expect;look forward to;await;fill time;abide;watch;stay up for;cool it;sit up for;anticipate;bide;sit;hold back;keep shirt on;stay;sit tight;save it;stand;look for;delay;lie low;dally;linger;bide ones time,standing;sitting;awaiting;staying;watching;hanging
"“Nepthys!” said the woman, slithering up across the furs to sit up. As she rose, her robes fell open and I realized that, except for what looked like a red silk kimono, she was naked – naked and stunning.",slithering,coast;snake;wriggle;slip;scoot;skate;slide;skid;slink;crawl;glissade;move;glide;sneak,slipping;sliding;ithering;crawling;sneaking;creeping;scrambling;dripping;sinking;stepping
"""For me, it's very difficult to be certain that the information which is given to me is real,"" said Eric Ripert, chef at Le Bernardin, a four-star seafood restaurant in Manhattan. ""I don't know. I don't have enough information to know, for example, if Chilean seabass is really disappearing or if it's political pressure.""",know,feel certain;be acquainted;possess assurance;realize;apperceive;get acquainted;discriminate;be conversant in;be cognizant;associate;have;keep up on;savor;be acquainted with;perceive;undergo;cognize;feel;learn;on top of;taste;be friends with;identify;sustain;prize;experience;have knowledge of;get the idea;remember;know for sure;discern;have down pat;differentiate;understand;be master of;have dealings with;fathom;grasp;have certainty;comprehend;be informed;ken;be versed;be read;fraternize;see;recognize;be schooled;notice;distinguish;be familiar with;have information;apprehend;be learned;appreciate;understand information,think;understand;care;remember;see;tell
"The vampire fell forward and blood began to flow from his mouth. Behind me, Amy was kneeling beside Nepthys, whose arm and rib cage were knitting back together like a wooden toy that falls apart when its string is released but draws itself together at a slight tug. I pulled the vial of liquid that he’d been giving me from his pocket and ran to the altar.",apart,away;asunder;separated;open;lone wolf;freely;cut off;by itself;divorced;afar;in piece;alone;to itself;exclusively;independent;distinct;separate;separately;to piece;independently;excluded;individually;singly;aloof;loose;aside;disconnected;isolated;distant;special;to one side;disassociated,away;together;aside
"More shocking was the city of Hiroshima, which was on fire and bubbling like tar. ""We were all appalled,"" the pilot said in his book ""The Tibbets Story."" Back on Tinian, Karnes had gone to bed.",said,rap;state;spiel;perform;come out with;rumor;disclose;estimate;conjecture;voice;maintain;pronounce;flap;tell;make declaration;cite;add;judge;jaw;repeat;report;read;break silence;write;imply;deliver;assert;respond;remark;divulge;lip;do;mention;announce;declare;verbalize;orate;yak;communicate;speak;render;guess;give voice;allege;reply;opine;utter;convey;express;gab;claim;put into words;reveal;put forth;make known;relate;suggest;comment;affirm;rehearse;answer;recite;imagine,added;wrote;went;explained;told;admitted;put
"Then I saw the bar on the other side of the crowd and knew where to start looking. I tried to slip along the edge of the crowd. Things with scales and claws kept flailing against me, pressing me into the wall, but I took a breath and kept moving.",tried,tax;put to the proof;undertake;venture;pain;test;have a go;torture;adjudicate;investigate;work;weigh;go for;strain;experiment;have a shot;give a hearing;arbitrate;harass;rack;check;appraise;put oneself out;make a pass at;seek;attempt;examine;shoot for;afflict;strive;agonize;tackle;have a whack;wrangle;aim;vex;sample;check out;sit in judgment;tire;labor;go after;irk;torment;decide;knock oneself out;exert oneself;martyr;contend;chip away at;vie for;essay;adjudge;wring;crucify;inspect;assay;stress;taste;begin;irritate;compete;bring before a judge;plague;scrutinize;trouble;make an effort;upset;prove;judge;hear;have a crack;referee;struggle;aspire;lift a finger;have a stab;put to the test;make a bid;annoy;speculate;bear down;evaluate;inconvenience;propose;excruciate;weary;bother;drive for;contest;attack;make an attempt;try out;risk;endeavor;distress;go all out;do ones best,started;attempted;went;wanted;made;pretended
"The United States is seeking his extradition from Italy. The Italian authorities provided the FBI with information from wiretaps of Tokhtakhounov's home telephone, part of an investigation into his criminal activities. The FBI said explicit conversations about the scheme had been recorded between Tokhtakhounov and his conspirators, and between him and Anissina, who was born in Russia and skated for France, and her mother.",provided,fill;bestow;fit;stock up;keep;specify;sustain;cater;produce;contribute;ration;obtain for;condition;hand over;yield;give;turn out;stake;store;implement;dispense;indulge;equip;feed;grant;provision;administer;require;fit out;maintain;ready;fix up with;support;stock;state;line;feather;take care of;bless;add;transfer;supply;offer;minister;postulate;heel;look after;render;proffer;accommodate;lend;afford;furnish;replenish;prepare;procure;present;arrange;outfit;stipulate;favor;serve;lay down;determine;impart;bring;care;fix up,furnished;supplied;presented;gave;contacted
"Still, encrypting corporate communications is only a partial remedy. One expert, whose job is so politically sensitive that he spoke on condition that he wouldn't be named or quoted, said the expected influx of East European refugees over the next few years will greatly increase the chances of computer-maintenance workers, for example, doubling as foreign spies. Moreover, he said, technology now exists for stealing corporate secrets after they've been ""erased"" from a computer's memory.",named,label;christen;give a handle;mark;list;connote;put tag on;define;nomenclature;point to;tap;identify;characterize;denominate;specify;commission;refer to;give a title;choose;entitle;put down for;elect;title;denote;classify;delegate;signify;select;nickname;nominate;slot;baptize;make;dub;cognominate;peg;ticket;designate;single out;appoint;index;tag;pin down;suggest;cite;announce;declare;call;term;tab;instance;remark;style;recognize;mention;put finger on;account,identified;pictured;mentioned;called;seen
"“Anyway, long time, man.” “That’s odd. Do you mind if we check it out anyway?",odd,"surplus;miscellaneous;casual;fortuitous;left;spare;different;seasonal;eerie;sundry;chance;unpaired;fragmentary;strange;occasional;periodic;fluky;alone;irregular;sole;individual;incidental;over and above;various;uneven;unconsumed;random;remaining;lone;unitary;contingent;solitary;odd-lot;accidental;over;singular;bizarre;weird;lonely;additional;varied;leftover;exceeding;eccentric;kinky;exceptional;flaky;freakish;off-thewall;queer;uncommon;deviant;atypical;crazy;rare;curious;funny;whimsical;unusual;uncanny;outlandish;offbeat;remarkable;fantastic;quaint;unconventional;weirdo;freaky;idiosyncratic;extraordinary;character;kooky;abnormal;freak;out of the ordinary;single, unmatched;way out;peculiar;avant-garde;unique;spacey;erratic",weird;strange;unusual;peculiar;interesting;eccentric;curious;unclear
“Thank you.” Nepthys bowed slightly and we walked behind the cart. The latch opened under Nepthys’ left hand with a clack!,slightly,barely;moderately;to some degree;faintly;somewhat;marginally;more or less;subtly;kind of;hardly at all;a little;inappreciably;hardly noticeable;inconsiderably;hardly;on a small scale;lightly;insignificantly;imperceptibly;to some extent;pretty;some;scarcely any,lightly;significantly;slowly;gently;briefly;softly;somewhat;subtly;moderately
"If you would fetch me this stone, I would tell you what I can.” “Of course we will fetch you the stone,” Nepthys assured him. “You have our thanks.”",course,range;discussion group;length of action;lap;method;interest;track;development;byway;progression;chain;elapsing;term;curriculum;scope;program;sweep;red tape;conference;road;sequel;direction;time;procedure;itinerary;canal;laboratory;duct;subject;advance;circuit;session;orbit;schedule;trajectory;tack;rut;scheme;aisle;lapse;conduit;seminar;unfolding;way;lecture;row;aqueduct;succession;channel;meeting;line;order;series;progress;path;plan of study;plan;matriculation;a certainty;consecution;trail;speciality;march;duration;polity;sequence;groove;policy;passage;string;assuredness;preparation;route;movement;period;a surety;passing;advancement;continuity;manner;watercourse;furtherance;system;channels;regimen;run;flow;class;stream;boards,
